ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
673-32-7172|4422091241862102|Megan|Hernandez|F|30837 Mary Valleys Apt. 647|Cedar Falls|IA|50613|42.5241|-92.4497|42031|Associate Professor|1979-08-29|6864239738|adults_2550_female_urban.json
791-49-3306|4331060053134|Tyler|Davis|M|206 Lisa Islands|Winston Salem|NC|27107|36.0403|-80.1933|250944|Surveyor, planning and development|1996-08-27|208850457458|adults_2550_male_urban.json
213-70-6473|6011331552065065|Daniel|Robinson|M|950 Nicole Loop Suite 971|Twin Falls|ID|83301|42.5565|-114.4693|52010|Software engineer|1980-04-03|935968824759|adults_2550_male_urban.json
176-33-1553|3562525715099768|Kayla|Harmon|F|09143 Todd River|Story City|IA|50248|42.1835|-93.5988|4420|Cartographer|1962-05-14|150581222763|adults_50up_female_urban.json
511-38-3310|4303975245086409|Daryl|Quinn|M|38033 Boyd Falls Suite 017|Niles|IL|60714|42.0312|-87.8112|29931|Building control surveyor|1949-09-28|214549341145|adults_50up_male_urban.json
650-19-3346|4298338167423364|Cassandra|Wright|F|734 Miller Lake Suite 627|Wendell|NC|27591|35.798|-78.3926|19589|Prison officer|1991-10-09|555866252092|adults_2550_female_urban.json
753-56-2554|30066149828241|Jamie|Torres|F|8971 Taylor Mountains Apt. 230|Santa Monica|CA|90403|34.0287|-118.4924|92043|Administrator, Civil Service|1985-09-25|553456594481|adults_2550_female_urban.json
743-48-8052|6565674916016922|Cory|Graham|M|587 Horton Run Suite 633|Washington|DC|20011|38.9518|-77.0203|601723|Purchasing manager|1994-11-06|398629342571|adults_2550_male_urban.json
724-87-0463|3549724399201166|James|Willis|M|362 King Hollow|Morehead|KY|40351|38.199|-83.4436|20329|Restaurant manager, fast food|1966-06-20|588271720953|adults_50up_male_urban.json
392-76-5046|3511952436402703|Anne|Ayala|F|646 Gregory Ferry Apt. 372|Asheville|NC|28806|35.5808|-82.6078|120389|Retail buyer|1948-05-28|124332789091|adults_50up_female_urban.json
581-28-3042|4234679121419|Jamie|Hill|F|93771 Bruce Terrace Apt. 901|Stanwood|WA|98292|48.2011|-122.378|20987|Engineer, mining|1998-05-02|869826803572|adults_2550_female_urban.json
385-78-8521|4759655553566905512|April|Harrell|F|209 Misty Harbors Apt. 579|Austin|TX|78735|30.249|-97.8414|940359|Public relations officer|1995-03-31|453183104890|adults_2550_female_urban.json
193-01-5279|676350573975|Jennifer|Salazar|F|6716 Lawson Station|Big Pine|CA|93513|37.1679|-118.2916|1763|Customer service manager|1947-06-19|574966665129|adults_50up_female_rural.json
804-92-8268|503871487271|Troy|Olson|M|32116 Ethan Islands|Orlando|FL|32828|28.5523|-81.1795|878243|Music therapist|1992-06-17|308233949370|adults_2550_male_urban.json
737-33-7804|4287153991566863|Robert|Walker|M|1115 Julie Crescent|Fowler|MI|48835|42.9941|-84.76|2680|Teacher, primary school|2006-07-01|139018371982|young_adults_male_urban.json
390-74-0028|4983665528993160877|Ethan|Cabrera|M|77294 Julie Vista Apt. 954|Calvert City|KY|42029|37.0147|-88.3811|6321|Retail buyer|1973-08-30|760167701011|adults_50up_male_urban.json
281-91-9404|30374605233025|Scott|Luna|M|208 Rogers Springs Suite 566|San Jose|CA|95122|37.3293|-121.8339|973849|Building surveyor|1974-03-14|801130991631|adults_50up_male_urban.json
290-90-3197|3512590472927743|Steven|Clark|M|059 Erika Walks|Kansas City|MO|64153|39.2627|-94.697|545147|Data scientist|1965-08-18|472372101972|adults_50up_male_urban.json
862-22-0923|2287201859626305|Barbara|Sanders|F|926 Kimberly Way Suite 475|Chandler|AZ|85224|33.3301|-111.8632|255641|Administrator, arts|2002-02-12|125069449315|young_adults_female_urban.json
125-63-8352|4999741926769|Edwin|Martinez|M|82606 Brown Villages Apt. 312|Raleigh|NC|27601|35.7727|-78.6324|489514|Tour manager|1964-10-23|200554425137|adults_50up_male_urban.json
569-58-5150|5229321840118453|Vincent|Jackson|M|40848 Taylor Overpass|Oakland|CA|94606|37.7956|-122.2429|381459|Intelligence analyst|1972-03-07|667232262429|adults_50up_male_urban.json
523-27-1623|4303243298395429|Monica|Henderson|F|6267 Shirley Springs Suite 283|Woodstock|GA|30189|34.1281|-84.5717|89239|Building services engineer|1968-04-24|805862859182|adults_50up_female_urban.json
649-90-3157|3598926256609312|Devin|Schmidt|M|51554 Misty Fork Suite 016|Merrick|NY|11566|40.6685|-73.5536|35321|Environmental education officer|1966-03-01|859444442469|adults_50up_male_urban.json
180-68-5023|3518594849102562|Catherine|Shaffer|F|9240 Diane Divide Suite 940|Willmar|MN|56201|45.1393|-95.0523|23173|Metallurgist|1995-03-14|857737191645|adults_2550_female_urban.json
695-78-6853|3527578446834148|Jason|Edwards|M|113 Frederick Centers|Monterey Park|CA|91755|34.048|-118.115|60238|Chartered accountant|1960-06-22|316725531904|adults_50up_male_urban.json
505-02-6947|4778816093068535|Zachary|Guerrero|M|728 Gregory Lakes|Anchorage|AK|99502|61.1661|-149.96|242037|Contracting civil engineer|1976-11-08|388753314711|adults_2550_male_urban.json
433-64-6212|4153814474430965|Daniel|Torres|M|9705 Christina Isle|Jacksonville|FL|32257|30.1927|-81.605|847415|Hydrogeologist|1955-09-24|117484074773|adults_50up_male_urban.json
359-93-3051|6501673188261700|Christopher|Douglas|M|6545 Mcclain Plain|Westbury|NY|11590|40.7557|-73.5723|45768|Geophysical data processor|2005-03-05|723438158429|young_adults_male_urban.json
166-18-5796|3505313402665021|Mary|Vaughan|F|67872 Potter Tunnel Suite 862|Umatilla|OR|97882|45.8998|-119.3553|7760|Clinical molecular geneticist|1936-12-13|120077315263|adults_50up_female_urban.json
130-20-5639|213130569067448|Katelyn|Hodges|F|282 Juan Crescent|New Baltimore|MI|48047|42.673|-82.7753|56734|General practice doctor|1956-09-19|773069447547|adults_50up_female_urban.json
683-55-3251|30189239231264|Amanda|Mooney|F|0931 Omar Pine|San Gabriel|CA|91776|34.089|-118.0955|62463|Information officer|1953-06-01|698791861372|adults_50up_female_urban.json
228-44-6981|30086041454565|Danielle|Jacobson|F|00534 Ramirez Rest|Lenox|GA|31637|31.2664|-83.4481|2848|Chiropractor|1986-11-16|203714196644|adults_2550_female_urban.json
504-47-5477|4108255598953439611|Stacy|Anderson|F|93371 Shelly River|Columbia|SC|29209|33.9659|-80.9355|333497|Lobbyist|1968-08-01|795863781117|adults_50up_female_urban.json
780-26-8742|3502368485571614|John|Mills|M|94240 Laura Square|Mullica Hill|NJ|08062|39.7252|-75.2065|15756|Energy manager|1991-02-19|896534545111|adults_2550_male_urban.json
507-88-8724|213127868669437|Clinton|Moore|M|087 Turner Forges|Bloomington|IN|47404|39.195|-86.5757|126925|Housing manager/officer|1999-07-10|295099706923|adults_2550_male_urban.json
122-22-3669|676134024246|Shelley|Williams|F|81059 Nguyen Squares|Harker Heights|TX|76548|31.0286|-97.6115|26344|Stage manager|1987-10-14|791408017807|adults_2550_female_urban.json
419-79-4832|340534240891645|Sheila|Walters|F|3543 Moore Fort|Anaheim|CA|92801|33.8428|-117.9546|354475|Politician's assistant|2000-07-18|160497086732|adults_2550_female_urban.json
096-64-2974|30223972404224|Ruth|Mcdaniel|F|21637 Garcia Pine|Fairfax|CA|94930|37.9883|-122.5937|8500|Copywriter, advertising|1969-04-18|827755151135|adults_50up_female_urban.json
618-13-6192|6011100231429004|Tina|Rodriguez|F|132 Malone Mills Apt. 457|Houston|TX|77083|29.6947|-95.6511|2906700|Designer, fashion/clothing|2000-05-26|61176693233|adults_2550_female_urban.json
709-35-8907|5101841862030362|Janice|Gomez|F|61721 Cristian Haven Suite 195|Chico|CA|95928|39.7224|-121.8113|106193|Commissioning editor|2004-06-29|983911742501|young_adults_female_urban.json
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json
592-55-4563|4522655767695234|Janet|Dunn|F|836 Bianca Manor Apt. 135|Youngstown|OH|44505|41.1257|-80.6277|163222|Accountant, chartered|1979-11-07|20833147382|adults_2550_female_urban.json
572-61-2189|5255247286333024|Autumn|Dominguez|F|0650 Elizabeth Cliffs|Lehigh Acres|FL|33976|26.5952|-81.6849|84918|Publishing rights manager|1993-04-30|656431794367|adults_2550_female_urban.json
031-19-5985|4310962272847656|Jill|Newman|F|1200 Wesley Branch|Resaca|GA|30735|34.5833|-84.9068|6153|Occupational hygienist|1963-05-19|467432801736|adults_50up_female_urban.json
897-59-9080|3598436241862364|Lisa|Robinson|F|891 Woods Shoal|Fond Du Lac|WI|54935|43.7742|-88.4352|60763|Ophthalmologist|1955-02-18|420164855200|adults_50up_female_urban.json
056-48-6951|4111595034282|Brian|Lewis|M|3830 Joseph Port|Bristol|RI|02809|41.6825|-71.2676|22938|Systems analyst|1954-08-10|618668025286|adults_50up_male_urban.json
047-07-5155|2260546835652150|Jennifer|Figueroa|F|209 Woods Ways|Millville|NJ|08332|39.3673|-75.0293|36768|Applications developer|1960-06-17|177339712408|adults_50up_female_urban.json
699-60-1291|4332288985725458|Marcus|Bentley|M|633 Susan Port|Wendell|NC|27591|35.798|-78.3926|19589|Research scientist (medical)|1995-02-26|885181618728|adults_2550_male_urban.json
147-99-5072|213171752421497|Heidi|Davis|F|747 Hines Mills|Glen Ellyn|IL|60137|41.8661|-88.0648|37805|Counselling psychologist|1966-07-04|137180523039|adults_50up_female_urban.json
500-06-5956|4692758955168740909|Patrick|Sanchez|M|14629 Nash Fork|Gilbert|AZ|85298|33.2522|-111.7022|211167|Network engineer|1967-05-08|510560624736|adults_50up_male_urban.json
096-45-7633|38112166365154|Grace|Munoz|F|714 Johnson Drives|Devils Lake|ND|58301|48.1132|-98.8616|9864|Psychotherapist, dance movement|1986-10-07|700704646267|adults_2550_female_urban.json
328-73-0514|3505673030644213|Brenda|Hill|F|7683 White Center|Torrance|CA|90502|33.8286|-118.292|174353|Chief Executive Officer|1947-04-06|991686287359|adults_50up_female_urban.json
351-97-4865|4567782659608939|Angela|Contreras|F|5027 Victor Island|Uxbridge|MA|01569|42.0744|-71.6329|13569|Clothing/textile technologist|1950-07-31|449571171860|adults_50up_female_urban.json
534-93-0061|30279103368290|Jamie|Bailey|F|905 Smith Inlet|Miami|FL|33173|25.6992|-80.3618|1737737|Retail buyer|1960-12-09|957000539170|adults_50up_female_urban.json
717-64-7472|6555868512765286|Linda|Daniels|F|6491 Linda Cove Apt. 096|Whittier|CA|90605|33.9413|-118.0356|189948|Civil Service administrator|1994-03-30|822470796467|adults_2550_female_urban.json
639-70-1634|4890463378613710|Heather|Leon|F|6053 Adams Shoals Suite 463|Waterloo|NY|13165|42.9045|-76.8755|10741|Accountant, chartered management|1964-07-30|36140245674|adults_50up_female_urban.json
027-20-6135|180052963863967|Ronald|Solis|M|62658 Samuel Courts Apt. 819|Bay City|MI|48706|43.6088|-83.953|67858|Nurse, children's|1987-07-12|841139412121|adults_2550_male_urban.json
267-71-2606|341106092098196|James|Newton|M|5233 Lee Ville|Plano|TX|75025|33.0784|-96.7291|278067|Financial trader|2003-05-06|857817980840|young_adults_male_urban.json
789-34-0848|4209117911244211752|Susan|Clark|F|0617 Jason Manor|Maumee|OH|43537|41.5817|-83.6628|27276|Mining engineer|1978-11-11|347418674161|adults_2550_female_urban.json
462-21-2946|4299015579980284137|Lisa|Herrera|F|51305 Jeffrey Stream|Middle Village|NY|11379|40.7173|-73.8792|34821|Computer games developer|1975-07-22|301797003309|adults_50up_female_urban.json
205-12-5711|3577686342346197|Rebecca|Matthews|F|76769 Cabrera Road|Glen Ellyn|IL|60137|41.8661|-88.0648|37805|Clinical cytogeneticist|1982-05-20|423515109958|adults_2550_female_urban.json
205-73-5783|347208496498560|Allen|White|M|2531 Diane Landing Apt. 510|Pataskala|OH|43062|40.0009|-82.6687|27644|Investment banker, operational|1991-08-10|11546128003|adults_2550_male_urban.json
337-28-7625|3538164938318499|Theresa|Aguirre|F|665 Gonzalez Causeway|Oregon City|OR|97045|45.3377|-122.57|51359|Research officer, political party|1997-05-22|49386329864|adults_2550_female_urban.json
432-16-2034|30295963904099|William|Buck|M|60880 Newman Cliff Suite 164|Bronx|NY|10474|40.8139|-73.8841|1382480|Haematologist|2005-05-03|825996040059|young_adults_male_urban.json
410-11-9117|379064771591038|Amber|Smith|F|6321 Jennifer Valleys|El Paso|TX|79912|31.8383|-106.5364|749635|Merchandiser, retail|1980-10-07|995642772692|adults_2550_female_urban.json
006-89-0861|4104145964229712525|Nicole|Barron|F|718 Becky Shore Suite 457|Carmel|IN|46032|39.9712|-86.1245|77123|Equities trader|1983-04-16|288157084137|adults_2550_female_urban.json
729-11-5784|213131170303768|Cole|Garcia|M|885 Erickson Shoal|Olathe|KS|66061|38.8865|-94.8204|130216|Designer, exhibition/display|2003-01-29|557692084425|young_adults_male_urban.json
134-29-5958|6598363146249120|Joel|Rodriguez|M|07240 Stanley Mission|North Las Vegas|NV|89031|36.2589|-115.1718|214518|Management consultant|1970-08-06|129989670839|adults_50up_male_urban.json
087-46-7070|4686850745102|Mariah|Dennis|F|43629 Moreno Park Suite 103|Millersburg|OH|44654|40.5567|-81.8324|19679|Clinical psychologist|1962-09-21|125497139516|adults_50up_female_urban.json
037-74-4362|4814396661340|Kathleen|Jackson|F|4940 Jackson Squares|Leesville|LA|71446|31.1256|-93.1736|34664|Writer|1970-10-22|813796480365|adults_50up_female_urban.json
874-89-3910|4122572076502411|Carolyn|Wolf|F|579 Tracy Gateway|San Antonio|TX|78228|29.4589|-98.5699|1595797|Public house manager|2006-05-22|47714449557|young_adults_female_urban.json
581-88-4763|4211457758471|Dawn|Ellis|F|5897 Joseph Path Apt. 263|Herndon|VA|20170|38.9839|-77.3675|87123|Curator|1978-08-04|546994984893|adults_2550_female_urban.json
251-74-7057|341361487824553|Jeanne|Butler|F|3098 Flowers Crossing Suite 795|Fremont|CA|94536|37.5605|-121.9999|214112|Homeopath|1982-01-19|545496644624|adults_2550_female_urban.json
151-60-2462|180098247414077|Andrew|Campbell|M|74065 Brendan Dam|Greensburg|PA|15601|40.3074|-79.5424|59483|Maintenance engineer|1968-04-29|313011727974|adults_50up_male_urban.json
682-99-9188|4423691430753662|Jennifer|Strong|F|9429 Shelton Islands Apt. 342|Rio Grande City|TX|78582|26.3942|-98.8104|40455|Pension scheme manager|1969-01-29|221423962760|adults_50up_female_urban.json
313-11-4872|3582661287585755|Jeffrey|Fisher|M|0806 Katelyn Ridges Suite 398|Bay|AR|72411|35.7456|-90.5507|2294|Midwife|1974-03-30|679151474133|adults_50up_male_rural.json
580-38-0878|6011607870104151|Linda|Short|F|501 Jacqueline Path Apt. 872|San Carlos|CA|94070|37.4969|-122.2674|29166|Environmental health practitioner|1978-06-26|742578595436|adults_2550_female_urban.json
873-20-4930|4079311029181335|Brian|Johnson|M|0146 Mcgrath Viaduct Apt. 849|Lexington|KY|40509|38.0102|-84.4274|296965|Print production planner|1996-10-06|725245230756|adults_2550_male_urban.json
127-56-2397|4223288377441971|Holly|Hill|F|176 Hernandez Haven Suite 196|Columbia|SC|29203|34.0635|-81.0265|333497|Administrator, arts|1951-12-30|333205873837|adults_50up_female_urban.json
661-84-7283|582774025883|Christine|Orr|F|122 Rios Port Suite 724|Aptos|CA|95003|36.9797|-121.8902|23974|Immunologist|1991-02-27|433463032839|adults_2550_female_urban.json
860-83-7926|6592988425995997|Ronald|Jones|M|231 Victor Springs|Kent|WA|98031|47.388|-122.1932|147876|Publishing copy|1997-04-27|834613761882|adults_2550_male_urban.json
791-94-3877|2227610941017591|Lynn|Johnson|F|1762 James Overpass|Elwood|IN|46036|40.2803|-85.8391|11663|Primary school teacher|1974-11-17|316448246954|adults_50up_female_urban.json
207-95-2656|6011190130205696|Kimberly|Jones|F|873 Ashley Mountains|Edgewater|MD|21037|38.9149|-76.5424|20618|Restaurant manager, fast food|1964-09-03|392354307922|adults_50up_female_urban.json
573-18-1101|36619128411738|Amber|Fernandez|F|44651 Tammy Club|Lumberton|TX|77657|30.2818|-94.2191|20003|Social researcher|1949-01-16|264464139737|adults_50up_female_urban.json
626-65-5116|6011819740056434|Felicia|Hubbard|F|85037 Linda Port|Willard|NC|28478|34.6845|-78.0234|4588|Travel agency manager|1996-08-13|917847786168|adults_2550_female_urban.json
355-10-6820|3587240107835677|Eric|Horn|M|00389 Fleming Street|Lubbock|TX|79416|33.5924|-101.9367|254282|Adult nurse|1985-03-15|530653929487|adults_2550_male_urban.json
397-99-6181|3566821719553561|Thomas|Allen|M|036 Vicki Bridge|Staten Island|NY|10312|40.5457|-74.1792|468730|Fisheries officer|1964-10-09|63619726599|adults_50up_male_urban.json
059-17-7186|4055934296711142|Todd|Harris|M|74584 Alison Grove Suite 881|Dallas|TX|75225|32.8628|-96.7918|1263321|Audiological scientist|1982-08-10|989331266010|adults_2550_male_urban.json
723-80-7967|4328348315203771070|Sara|Nelson|F|1049 Simpson Wall Suite 670|Conshohocken|PA|19428|40.0825|-75.3044|16580|Environmental manager|1990-12-23|417495431869|adults_2550_female_urban.json
676-56-8725|676340850954|Tammy|Solomon|F|59660 Angela Stravenue|Modesto|CA|95350|37.6746|-121.0113|255354|Holiday representative|2004-04-10|588144128828|young_adults_female_urban.json
435-74-9312|180026732044133|Patricia|Phillips|F|94544 David Port Suite 427|Orlando|FL|32828|28.5523|-81.1795|878243|Psychologist, counselling|1959-10-09|481110497017|adults_50up_female_urban.json
478-05-5878|30360914985173|Christopher|Miranda|M|7232 Monica Shoal Apt. 310|Lehigh Acres|FL|33974|26.5677|-81.5954|84918|Educational psychologist|2003-04-20|556990434553|young_adults_male_urban.json
594-41-0688|213104405809354|Ashley|Hunter|F|133 Hudson Village|Mio|MI|48647|44.6665|-84.1353|4420|Pathologist|1931-12-24|704681267877|adults_50up_female_urban.json
897-37-2345|589556574905|Christopher|Williams|M|019 Lindsey Pass|Greenbrier|AR|72058|35.2295|-92.3578|15911|Rural practice surveyor|2006-07-06|639020125593|young_adults_male_urban.json
353-28-6207|3526113989868187|Rebecca|Lawson|F|4394 Mark Union Suite 375|Palm Bay|FL|32909|27.9694|-80.6473|104966|Commercial art gallery manager|1990-04-02|264969731495|adults_2550_female_urban.json
751-53-5930|2288815793763921|Tammy|Sanchez|F|929 Flynn Junctions Suite 116|Boulder Creek|CA|95006|37.1547|-122.1365|8979|Pharmacist, community|2006-02-21|631997559540|young_adults_female_urban.json
648-99-3246|4021648712060212|Carlos|Camacho|M|5268 Jennifer Crest Suite 599|Denver|CO|80232|39.6895|-105.0908|990452|Warehouse manager|1976-10-24|50346377953|adults_2550_male_urban.json
757-46-7355|6564722981209954|Megan|Chavez|F|2894 Jesse Park Suite 098|Dothan|AL|36303|31.2668|-85.3971|80446|Scientist, water quality|1953-07-05|560836091655|adults_50up_female_urban.json
293-42-6293|342036849951547|Christopher|Roberts|M|3244 Sandra Shores Suite 213|Fairfield|CT|06824|41.1692|-73.2681|55023|Sub|1957-07-08|561948324082|adults_50up_male_urban.json
173-04-9805|676183070538|Douglas|Gould|M|782 Phillips Creek Apt. 767|Wheat Ridge|CO|80033|39.774|-105.0962|23969|General practice doctor|1962-09-07|949560849705|adults_50up_male_urban.json
286-94-1909|343152854781502|Jeffrey|Randolph|M|80032 Wiggins Forges Apt. 472|Blythewood|SC|29016|34.1911|-80.9758|16393|Radio producer|1990-08-27|205359003028|adults_2550_male_urban.json
509-37-2160|4830617893207|Jason|Baker|M|935 Moreno Falls Suite 347|Denver|CO|80222|39.671|-104.9279|990452|Recruitment consultant|1966-12-16|694911733425|adults_50up_male_urban.json
613-46-8904|30413146753610|Christopher|Huber|M|6277 Mcdaniel Burgs|Clinton|MS|39056|32.3411|-90.3229|25621|Horticultural therapist|1962-05-06|555201505411|adults_50up_male_urban.json
872-53-0997|180045667664046|John|Robinson|M|7639 Amanda Tunnel|Yucaipa|CA|92399|34.0282|-117.0489|52606|Clinical molecular geneticist|1977-04-27|672649018684|adults_2550_male_urban.json
133-78-8844|060406155816|Matthew|Stone|M|328 Heath Forks Suite 255|Houston|TX|77043|29.8052|-95.5607|2906700|Patent attorney|1969-03-21|606516448533|adults_50up_male_urban.json
255-02-0592|639081867025|Douglas|Johnson|M|41662 Atkins Club|Alpharetta|GA|30022|34.0268|-84.2422|165556|Buyer, retail|1999-12-13|792440834950|adults_2550_male_urban.json
781-94-6806|501889219637|Sandra|Villarreal|F|8044 Harris Greens Suite 646|Traverse City|MI|49684|44.694|-85.6763|70019|Chief Financial Officer|1972-12-08|615925500452|adults_50up_female_urban.json
495-37-8737|213160765817395|William|Sanders|M|5791 Cook Valleys|Amarillo|TX|79102|35.1999|-101.8496|220580|Charity officer|1957-06-23|614590016113|adults_50up_male_urban.json
213-63-9723|4269789307466|Emily|Morgan|F|59960 Vaughn Throughway|Columbia|SC|29229|34.1388|-80.8892|333497|Surveyor, planning and development|1959-10-04|540284104445|adults_50up_female_urban.json
512-41-3863|377881161620289|Nicole|Martin|F|06728 Taylor Well Suite 604|Parker|CO|80138|39.5102|-104.7216|84861|Commercial/residential surveyor|2000-07-25|791537663426|adults_2550_female_urban.json
278-67-5282|3592248395894770|Christine|Rivera|F|87056 Edward Cliff|Shannon|MS|38868|34.121|-88.7342|5481|Accountant, chartered public finance|1986-01-09|770138490771|adults_2550_female_urban.json
205-89-1538|180051097921584|Sophia|Cooper|F|44694 Weber Lodge|Neptune|NJ|07753|40.2096|-74.0714|37554|Forest/woodland manager|1973-05-21|595115445810|adults_50up_female_urban.json
676-26-1270|3513424912896590|Patricia|Vargas|F|973 Aaron Fort Apt. 192|Miami Beach|FL|33141|25.8486|-80.1446|95666|Customer service manager|1983-10-30|520398932410|adults_2550_female_urban.json
332-10-0856|4675481386667545|Sara|Stewart|F|324 Mary Points|El Paso|TX|79928|31.6631|-106.1401|749635|Private music teacher|2005-01-04|762314146965|young_adults_female_urban.json
702-16-9141|6520575639836526|Taylor|Cowan|F|5830 Murphy Land|Lee Center|NY|13363|43.3148|-75.5055|2315|Forensic scientist|1972-07-10|665775741850|adults_50up_female_rural.json
